timestamp,latency,encoding_time_diane,numberpoints,height,width,bw,fps,is_dense,format
1750341458.564619,31.657293,19.163908,36,1,230400,41950,17,false,diane
1750341458.630628,33.099175,15.839558,36,1,230400,41950,17,false,diane
1750341458.728953,37.800574,20.925765,36,1,230400,41950,17,false,diane
1750341458.798554,33.858581,16.370640,36,1,230400,41950,17,false,diane
1750341458.859958,17.428932,5.957391,36,1,230400,41950,17,false,diane
1750341458.899648,27.065303,15.768325,36,1,230400,41950,17,false,diane
1750341458.936962,36.949871,23.727544,36,1,230400,41950,17,false,diane
1750341459.004527,46.021783,20.542429,36,1,230400,41950,17,false,diane
1750341459.085622,25.441113,9.442735,36,1,230400,41950,17,false,diane
1750341459.116105,46.961289,31.100834,36,1,230400,41950,17,false,diane
1750341459.152663,23.296369,8.625280,36,1,230400,41950,17,false,diane
1750341459.213427,29.225087,15.680708,36,1,230400,41950,17,false,diane
1750341459.277119,27.409406,15.609602,36,1,230400,41950,17,false,diane
1750341459.343697,17.997038,6.708572,36,1,230400,41950,17,false,diane
1750341459.380370,34.643908,14.511437,36,1,230400,41950,17,false,diane
1750341459.416377,35.800089,16.011593,36,1,230400,41950,17,false,diane
1750341459.577584,21.796757,9.877176,36,1,230400,41950,17,false,diane
1750341459.617389,30.523959,18.204915,36,1,230400,41950,17,false,diane
1750341459.680900,27.080087,14.779219,36,1,230400,41950,17,false,diane
1750341459.717192,28.135115,12.577705,36,1,230400,41950,17,false,diane
1750341459.810477,35.388178,16.681974,36,1,230400,41950,17,false,diane
1750341459.849105,22.135227,6.586971,36,1,230400,41950,17,false,diane
1750341459.895640,33.146568,15.076632,36,1,230400,41950,17,false,diane
1750341459.944697,33.800148,8.453021,36,1,230400,41950,17,false,diane
1750341459.997661,33.647313,12.212131,36,1,230400,41950,17,false,diane
1750341460.042039,45.012837,21.431982,36,1,230400,41950,17,false,diane
1750341460.485381,48.887149,8.540926,36,1,230400,41950,17,false,diane
1750341460.588558,47.374640,34.932713,36,1,230400,41950,17,false,diane
1750341460.656058,35.853594,17.509797,36,1,230400,41950,17,false,diane
1750341460.690873,25.392792,8.061846,36,1,230400,41950,17,false,diane
1750341460.747253,43.451143,19.472618,36,1,230400,41950,17,false,diane
1750341460.811152,33.409932,8.976199,36,1,230400,41950,17,false,diane
1750341461.102744,37.027248,16.877562,36,1,230400,41950,17,false,diane
1750341461.262899,75.531164,46.503456,36,1,230400,41950,17,false,diane
1750341461.367691,58.387741,36.201056,36,1,230400,41950,17,false,diane
1750341461.406399,71.321325,36.444037,36,1,230400,41950,17,false,diane
1750341461.485768,47.837881,11.662552,36,1,230400,41950,17,false,diane
1750341461.579436,39.110231,11.823356,36,1,230400,41950,17,false,diane
1750341461.762309,32.293560,11.510710,36,1,230400,41950,17,false,diane
1750341461.817539,25.352087,12.017759,36,1,230400,41950,17,false,diane
1750341461.845538,37.099185,14.333930,36,1,230400,41950,17,false,diane
1750341461.873730,88.684559,50.340519,36,1,230400,41950,17,false,diane
1750341462.044246,52.667730,23.538773,36,1,230400,41950,17,false,diane
1750341462.089695,53.532770,21.722963,36,1,230400,41950,17,false,diane
1750341462.135416,35.701047,11.521591,36,1,230400,41950,17,false,diane
1750341462.191326,28.848120,10.140348,36,1,230400,41950,17,false,diane
1750341462.237577,33.899285,17.921741,36,1,230400,41950,17,false,diane
1750341462.283391,43.866063,19.877009,36,1,230400,41950,17,false,diane
1750341462.340423,98.234881,64.909782,36,1,230400,41950,17,false,diane
1750341462.399888,58.449342,33.234122,36,1,230400,41950,17,false,diane
1750341462.485497,37.028400,21.973944,36,1,230400,41950,17,false,diane
1750341462.572827,75.260246,23.801466,36,1,230400,41950,17,false,diane
1750341462.619506,40.693972,16.019145,36,1,230400,41950,17,false,diane
1750341462.658961,26.516716,9.621427,36,1,230400,41950,17,false,diane
1750341462.719360,37.298581,19.498827,36,1,230400,41950,17,false,diane
1750341462.807613,19.648941,8.003221,36,1,230400,41950,17,false,diane
1750341462.862158,34.365054,19.221093,36,1,230400,41950,17,false,diane
1750341462.929175,38.651310,24.242467,36,1,230400,41950,17,false,diane
1750341463.002126,38.010274,22.137723,36,1,230400,41950,17,false,diane
1750341463.044685,40.687860,19.835696,36,1,230400,41950,17,false,diane
1750341463.089062,45.422155,22.716262,36,1,230400,41950,17,false,diane
1750341463.186604,39.080886,21.215562,36,1,230400,41950,17,false,diane
1750341463.255795,36.324706,14.292425,36,1,230400,41950,17,false,diane
1750341463.282674,50.367080,20.370426,36,1,230400,41950,17,false,diane
1750341463.320515,38.724112,7.164581,36,1,230400,41950,17,false,diane
1750341463.400732,30.802268,10.887978,36,1,230400,41950,17,false,diane
1750341463.437534,37.213907,12.146786,36,1,230400,41950,17,false,diane
1750341463.479080,28.726646,11.923998,36,1,230400,41950,17,false,diane
1750341463.530062,30.248178,18.452855,36,1,230400,41950,17,false,diane
1750341463.598572,30.619768,16.679061,36,1,230400,41950,17,false,diane
1750341463.667825,32.606237,12.234723,36,1,230400,41950,17,false,diane
1750341463.732348,51.236120,33.262346,36,1,230400,41950,17,false,diane
1750341463.767904,68.279061,31.717934,36,1,230400,41950,17,false,diane
1750341463.832686,27.816292,15.432638,36,1,230400,41950,17,false,diane
1750341463.902338,27.192473,14.828756,36,1,230400,41950,17,false,diane
1750341463.966733,36.564071,23.083789,36,1,230400,41950,17,false,diane
1750341464.032908,28.656468,17.027645,36,1,230400,41950,17,false,diane
1750341464.071483,57.105380,28.763030,36,1,230400,41950,17,false,diane
